# ID  RA  DEC  [Fe/H]_K  [Fe/H]_K_e  K_mean  N_ep  Period  A_tot  C_phi  S/N    
11995  18:01:52.01  -21:15:12.6  -1.252  0.035  14.341   100  0.543127  0.274  0.958  83.9
11997  18:01:52.46  -21:20:25.9  -1.466  0.022  14.373   136  0.524668  0.328  0.952  121.3
11998  18:01:52.63  -25:10:47.7  -1.312  0.069  15.269    49  0.446938  0.456  0.876  72.3
11999  18:01:52.88  -21:25:56.3  -1.455  0.024  14.605   136  0.593130  0.305  0.975  145.8
12000  18:01:53.41  -20:00:13.1  -1.620  0.064  15.299    67  0.625944  0.234  0.947  73.0
12002  18:01:53.82  -26:25:26.7  -1.278  0.029  14.112   231  0.594836  0.227  0.974  179.7
12003  18:01:53.89  -21:47:52.3  -1.514  0.074  15.138    69  0.545399  0.386  0.938  73.3
12005  18:01:54.97  -24:27:08.5  -1.427  0.078  15.005    57  0.551572  0.207  0.938  58.0
12010  18:01:57.09  -19:07:00.8  -0.448  0.035  14.905   126  0.499005  0.229  0.945  83.0
12011  18:01:57.86  -19:23:36.0  -1.637  0.071  15.230    67  0.638254  0.344  0.945  69.1
12012  18:01:58.39  -23:38:52.9  -1.370  0.030  15.483    69  0.523596  0.370  0.927  69.2
12019  18:02:01.71  -21:34:50.1  -1.312  0.030  15.168    69  0.584621  0.333  0.910  70.1
12021  18:02:02.73  -19:35:41.1  -1.155  0.031  15.165    65  0.628813  0.151  0.918  49.1
12023  18:02:04.00  -25:50:47.9  -1.223  0.016  14.773   231  0.568302  0.267  0.975  126.6
12024  18:02:04.18  -25:55:28.6  -1.239  0.026  15.078   233  0.567361  0.250  0.975  115.5
12025  18:02:04.41  -22:43:54.2  -1.472  0.038  15.473    57  0.608703  0.280  0.908  51.1
12027  18:02:04.76  -20:12:20.9  -1.331  0.027  16.231    59  0.578744  0.311  0.908  41.7
12028  18:02:05.03  -19:52:44.5  -0.812  0.083  15.586    66  0.497803  0.316  0.944  61.8
12032  18:02:05.69  -20:43:21.6  -1.679  0.070  15.127    70  0.548946  0.252  0.938  65.1
12034  18:02:05.90  -25:13:46.8  -1.323  0.074  14.856    67  0.535546  0.281  0.905  74.6
12036  18:02:06.65  -22:11:35.8  -1.489  0.048  15.201    57  0.462514  0.212  0.928  51.1
12038  18:02:07.49  -25:03:14.9  -1.219  0.023  14.879    57  0.559673  0.251  0.923  63.4
12042  18:02:10.35  -24:13:27.6  -2.028  0.066  15.018    67  0.679907  0.395  0.941  72.9
12043  18:02:11.04  -22:12:58.6  -1.545  0.063  14.785    66  0.660094  0.205  0.950  48.7
12045  18:02:11.40  -21:59:48.3  -1.029  0.051  14.755    68  0.578272  0.247  0.931  84.0
12046  18:02:11.69  -21:12:21.1  -1.255  0.024  14.663   129  0.634257  0.202  0.955  95.1
12054  18:02:15.13  -20:44:38.3  -1.377  0.044  15.063    71  0.568620  0.242  0.908  66.3
12056  18:02:15.71  -24:56:53.8  -1.485  0.068  14.894    57  0.507163  0.286  0.880  72.6
12058  18:02:16.40  -26:06:48.7  -0.568  0.127  15.325   232  0.473123  0.210  0.981  51.0
12059  18:02:16.56  -24:55:36.0  -1.581  0.035  14.503    63  0.715245  0.205  0.927  83.4
12063  18:02:17.78  -26:28:07.3  -1.179  0.039  13.862   235  0.641418  0.112  0.981  92.2
12075  18:02:22.81  -26:27:57.9  -0.507  0.059  15.130   234  0.473026  0.306  0.977  95.6
12079  18:02:24.01  -19:31:02.2  -2.059  0.122  14.397    67  0.895936  0.154  0.937  58.6
12080  18:02:25.40  -24:28:34.3  -1.300  0.043  15.273    61  0.547051  0.262  0.921  47.1
12081  18:02:25.71  -24:38:14.8  -1.245  0.048  15.164    59  0.541391  0.280  0.932  48.4
12083  18:02:25.96  -24:43:33.9  -1.403  0.044  15.096    56  0.472636  0.383  0.944  103.9
12084  18:02:26.74  -19:30:30.8  -1.298  0.039  15.411    63  0.564038  0.268  0.901  57.1
12086  18:02:27.61  -24:37:07.2  -1.957  0.055  15.293    60  0.638364  0.398  0.927  61.5
12088  18:02:28.36  -25:52:44.8  -1.613  0.104  15.051   233  0.652239  0.184  0.976  68.9
12092  18:02:29.58  -20:06:49.1  -1.256  0.028  14.916    67  0.578632  0.284  0.927  89.6
12094  18:02:30.48  -25:13:26.2  -1.536  0.040  14.570    67  0.579616  0.323  0.941  95.5
12096  18:02:30.79  -24:17:44.9  -1.397  0.038  15.435    54  0.642079  0.299  0.928  66.4
12099  18:02:31.49  -24:42:25.7  -1.289  0.047  15.538    64  0.513305  0.363  0.925  76.3
12101  18:02:32.14  -25:00:09.6  -1.595  0.051  15.049    66  0.538018  0.288  0.933  47.6
12105  18:02:32.83  -21:50:32.7  -1.483  0.055  15.443    68  0.443126  0.329  0.893  61.1
12107  18:02:33.89  -24:58:29.9  -0.455  0.185  14.927    62  0.440169  0.195  0.938  44.2
12108  18:02:34.75  -19:28:17.1  -1.368  0.031  14.089    67  0.549426  0.252  0.921  152.3
12109  18:02:34.87  -24:42:04.6  -1.349  0.030  13.304    56  0.618481  0.219  0.938  85.6
12112  18:02:36.39  -25:12:20.7  -1.032  0.081  14.659    67  0.453708  0.339  0.925  75.4
12113  18:02:36.49  -24:49:44.1  -1.976  0.118  15.365    53  0.734219  0.309  0.889  61.7
12117  18:02:38.01  -19:38:49.9  -0.790  0.053  14.065    67  0.519929  0.173  0.943  73.8
12122  18:02:39.31  -25:05:40.0  -1.181  0.055  14.980    66  0.535257  0.256  0.949  63.8
12127  18:02:41.80  -21:40:46.0  -1.215  0.039  15.446    67  0.563889  0.283  0.904  58.1
12129  18:02:41.94  -21:46:10.1  -1.013  0.055  15.148    69  0.545500  0.237  0.932  44.7
12135  18:02:43.33  -22:00:01.2  -0.733  0.070  14.515    68  0.524937  0.278  0.888  117.2
12143  18:02:47.60  -19:47:23.9  -0.587  0.100  14.729    67  0.416422  0.245  0.933  71.0
12145  18:02:48.07  -24:03:14.6  -1.223  0.047  15.595    69  0.524937  0.294  0.926  42.0
12148  18:02:48.72  -19:32:46.1  -1.108  0.093  15.167    67  0.502991  0.273  0.947  72.4
12149  18:02:48.81  -23:05:49.4  -1.594  0.060  15.427   128  0.607964  0.393  0.964  59.2
12150  18:02:49.35  -23:41:35.4  -1.176  0.048  15.417    70  0.575374  0.223  0.949  53.1
12155  18:02:51.22  -24:15:31.4  -1.522  0.054  14.762    54  0.697111  0.148  0.925  42.8
12162  18:02:53.57  -19:30:09.3  -1.637  0.026  14.312    66  0.485893  0.212  0.946  82.5
12167  18:02:54.27  -26:00:23.2  -1.038  0.262  12.673   232  0.557839  0.058  0.979  86.4
12172  18:02:56.16  -19:15:38.8  -1.316  0.025  14.158    67  0.597067  0.244  0.944  122.8
12178  18:02:59.38  -24:22:26.7  -1.417  0.058  15.111    59  0.589245  0.275  0.933  45.5
12180  18:03:00.22  -20:14:28.0  -1.269  0.014  14.129    67  0.549038  0.302  0.947  153.5
12181  18:03:01.21  -25:13:16.7  -1.593  0.038  14.378   304  0.655144  0.326  0.981  135.2
12185  18:03:01.87  -20:32:05.1  -2.110  0.076  13.560    67  0.840444  0.191  0.946  115.9
12193  18:03:07.06  -22:57:14.1  -1.651  0.046  14.484   136  0.574416  0.266  0.966  109.6
12194  18:03:07.06  -21:40:37.9  -1.161  0.054  15.914    58  0.450886  0.491  0.932  41.9
12199  18:03:09.57  -22:18:37.0  -1.174  0.079  15.321    65  0.502254  0.382  0.922  51.5
12203  18:03:12.75  -19:26:56.2  -1.133  0.068  14.910    40  0.582286  0.218  0.886  67.4
12206  18:03:14.58  -21:26:57.1  -1.992  0.039  15.352    55  0.651993  0.343  0.919  69.4
12207  18:03:16.62  -26:21:27.3  -1.208  0.030  15.189   232  0.581965  0.244  0.974  66.7
12208  18:03:16.89  -24:26:10.5  -1.246  0.033  12.651    67  0.594687  0.183  0.940  88.3
12211  18:03:18.22  -22:35:53.8  -1.253  0.160  15.534    43  0.529335  0.344  0.866  65.4
12215  18:03:19.61  -20:59:36.6  -1.444  0.031  14.589    69  0.574970  0.331  0.918  70.9
12219  18:03:21.00  -22:58:29.8  -1.559  0.029  14.801   142  0.702444  0.258  0.960  105.4
12220  18:03:21.46  -24:23:10.4  -1.470  0.067  15.447    33  0.562865  0.344  0.904  49.1
12222  18:03:24.54  -24:38:54.7  -1.317  0.060  15.321    65  0.458631  0.385  0.947  58.4
12225  18:03:25.98  -19:41:36.8  -1.391  0.039  14.529    67  0.621110  0.178  0.929  83.6
12226  18:03:25.99  -25:41:58.9  -0.851  0.127  14.685   125  0.443524  0.194  0.958  72.1
12228  18:03:26.35  -20:10:00.4  -1.316  0.021  14.563    51  0.550661  0.258  0.921  58.9
12229  18:03:26.47  -19:26:13.2  -2.020  0.036  14.139    67  0.804488  0.235  0.942  119.3
12236  18:03:28.82  -23:20:10.1  -1.713  0.069  15.296    71  0.643208  0.324  0.943  57.9
12238  18:03:31.95  -22:06:27.1  -1.717  0.097  14.306    68  0.718109  0.211  0.917  91.3
12240  18:03:32.91  -19:53:25.1  -1.441  0.022  14.403    67  0.536945  0.320  0.943  114.2
12243  18:03:34.53  -24:25:32.1  -0.815  0.084  15.317    67  0.496193  0.252  0.908  50.3
12244  18:03:35.09  -24:10:58.6  -1.473  0.094  14.737    71  0.563620  0.196  0.897  65.9
12245  18:03:35.57  -21:08:30.6  -1.357  0.045  14.945    69  0.496858  0.326  0.925  58.1
12246  18:03:35.65  -24:34:11.5  -1.444  0.049  14.518    65  0.539971  0.258  0.950  81.3
12249  18:03:36.60  -23:41:15.0  -1.090  0.095  15.499    49  0.438711  0.293  0.923  60.3
12253  18:03:37.29  -22:46:41.5  -1.813  0.016  14.478   137  0.621946  0.308  0.962  118.8
12255  18:03:38.12  -26:04:54.9  -0.611  0.060  15.695   224  0.503621  0.328  0.974  76.5
12257  18:03:39.83  -23:44:02.9  -1.966  0.113  14.460    70  0.740924  0.138  0.947  58.8
12262  18:03:42.33  -19:40:50.7  -1.331  0.025  14.246    67  0.578252  0.290  0.921  144.7
12268  18:03:44.76  -19:32:59.0  -1.375  0.034  15.098    53  0.519124  0.304  0.942  77.8
12270  18:03:45.11  -26:27:54.1  -1.238  0.015  14.783   234  0.575204  0.253  0.979  95.6
12273  18:03:46.29  -24:11:49.6  -1.227  0.036  15.050    70  0.536916  0.314  0.942  75.6
12275  18:03:47.08  -19:27:27.6  -0.779  0.225  14.869    67  0.482256  0.244  0.951  69.1
12277  18:03:48.55  -22:42:07.8  -0.781  0.101  15.554    51  0.448202  0.413  0.915  52.2
12278  18:03:49.07  -21:43:07.2  -2.194  0.060  15.261    61  0.684148  0.386  0.935  86.5
12279  18:03:49.12  -24:41:53.6  -0.848  0.114  15.464    61  0.454215  0.440  0.927  60.1
12280  18:03:49.62  -24:25:36.8  -1.418  0.009  15.206    57  0.506743  0.290  0.941  63.0
12283  18:03:51.53  -24:14:49.0  -1.282  0.019  14.844    70  0.553064  0.346  0.928  82.6
12285  18:03:52.00  -24:06:17.0  -1.268  0.045  15.233    63  0.560492  0.273  0.957  52.0
12289  18:03:53.36  -26:01:26.2  -0.660  0.092  15.259   134  0.481304  0.252  0.955  76.6
12290  18:03:54.06  -20:21:05.4  -1.284  0.071  14.463    66  0.455251  0.293  0.913  87.8
12291  18:03:54.40  -23:07:54.6  -1.430  0.017  15.007    64  0.586469  0.276  0.926  77.7
12294  18:03:54.76  -23:26:17.3  -1.242  0.094  14.769    71  0.565596  0.199  0.943  56.1
12295  18:03:56.17  -19:41:36.4  -1.206  0.017  15.793    66  0.579371  0.234  0.924  44.8
12298  18:03:58.70  -25:16:29.8  -1.209  0.019  14.394   250  0.590669  0.226  0.974  156.6
12300  18:03:58.97  -25:22:07.4  -1.262  0.024  14.929   251  0.595305  0.295  0.974  126.1
12301  18:03:59.18  -21:55:36.1  -2.178  0.034  14.838    67  0.730124  0.220  0.951  67.0
12303  18:03:59.65  -23:35:36.4  -1.493  0.053  15.598    48  0.541081  0.273  0.923  47.1
12305  18:04:00.84  -23:18:53.7  -1.551  0.014  12.448    71  0.580317  0.335  0.940  205.6
12307  18:04:01.15  -24:25:51.5  -1.496  0.200  14.418    67  0.467583  0.133  0.943  52.0
12308  18:04:01.22  -23:48:36.3  -1.366  0.034  14.604    71  0.671065  0.271  0.952  98.8
12311  18:04:02.91  -19:31:15.7  -1.311  0.031  14.718    67  0.517733  0.304  0.941  98.3
12312  18:04:02.98  -21:15:07.2  -1.358  0.039  14.667    69  0.469139  0.368  0.886  81.2
12313  18:04:03.48  -26:05:41.8  -1.209  0.021  15.002   234  0.582289  0.297  0.983  102.0
12314  18:04:04.14  -26:04:07.5  -1.083  0.100  15.068   234  0.542461  0.241  0.974  82.1
12319  18:04:07.23  -19:50:13.6  -1.162  0.072  15.185    64  0.581046  0.245  0.928  61.8
12321  18:04:07.90  -23:55:50.6  -1.668  0.054  15.259    68  0.619719  0.306  0.935  58.3
12325  18:04:10.58  -26:06:58.6  -1.320  0.023  14.857   231  0.582210  0.263  0.978  125.8
12332  18:04:11.73  -21:49:18.4  -0.961  0.070  16.261    56  0.409529  0.329  0.935  47.0
12336  18:04:14.06  -23:09:34.1  -1.403  0.042  14.879    71  0.456291  0.408  0.919  97.7
12337  18:04:14.14  -23:16:17.9  -1.707  0.084  15.535    70  0.602477  0.396  0.919  61.1
12341  18:04:15.30  -19:25:29.1  -1.482  0.091  14.088    48  0.631806  0.239  0.891  67.8
12345  18:04:18.44  -21:11:59.0  -1.365  0.117  13.819    36  0.625095  0.159  0.876  72.4
12346  18:04:18.89  -21:04:37.7  -1.324  0.022  14.674    69  0.596932  0.207  0.942  65.8
12347  18:04:19.10  -23:51:46.5  -1.240  0.026  14.878    71  0.565488  0.304  0.905  83.7
12349  18:04:21.94  -23:59:25.6  -2.238  0.038  14.645    71  0.871197  0.234  0.949  45.5
12352  18:04:23.54  -24:37:59.3  -1.141  0.100  14.868   296  0.569850  0.205  0.982  54.1
12353  18:04:23.73  -23:58:15.8  -1.286  0.031  15.302    71  0.593606  0.424  0.913  72.9
12357  18:04:25.84  -24:14:34.0  -1.394  0.040  15.217    68  0.554156  0.315  0.935  36.2
12360  18:04:29.09  -26:00:51.0  -1.326  0.040  14.940   248  0.583765  0.279  0.980  116.6
12362  18:04:30.05  -19:41:54.4  -1.553  0.038  14.188    67  0.561516  0.208  0.899  103.3
12363  18:04:30.70  -19:40:00.6  -1.287  0.086  15.066    67  0.478927  0.366  0.943  74.9
12364  18:04:31.18  -20:14:34.5  -1.103  0.067  14.497   115  0.461561  0.254  0.933  71.7
12366  18:04:31.67  -24:11:35.0  -1.210  0.028  14.320    71  0.590245  0.237  0.942  76.3
12368  18:04:32.32  -20:56:26.1  -0.974  0.077  14.327    61  0.581897  0.168  0.944  56.2
12370  18:04:33.88  -24:26:19.1  -1.459  0.088  13.962    67  0.472146  0.247  0.917  69.1
12373  18:04:34.83  -25:40:22.2  -1.574  0.176  14.177   236  0.751646  0.106  0.973  66.4
12374  18:04:35.52  -24:18:23.7  -1.226  0.017  15.181    70  0.459809  0.413  0.924  77.7
12379  18:04:39.65  -19:28:09.4  -1.506  0.072  14.115    65  0.573747  0.259  0.916  78.2
12380  18:04:39.71  -26:16:03.4  -1.355  0.025  13.879   235  0.531499  0.303  0.986  256.2
12385  18:04:40.59  -19:46:59.5  -1.614  0.030  14.017    67  0.698872  0.289  0.931  120.0
12388  18:04:41.63  -23:19:00.3  -1.353  0.027  15.485    69  0.450063  0.277  0.945  41.8
12390  18:04:41.88  -24:29:41.9  -1.640  0.080  15.309    55  0.621362  0.218  0.922  42.2
12393  18:04:42.57  -25:05:50.1  -1.527  0.043  14.867   237  0.634857  0.307  0.977  123.5
12395  18:04:42.75  -24:45:25.3  -0.674  0.072  15.570   245  0.375970  0.307  0.980  86.3
12397  18:04:43.36  -23:04:29.0  -2.223  0.043  13.856    70  0.803375  0.288  0.927  138.1
12401  18:04:45.59  -24:42:54.0  -1.015  0.095  15.815   235  0.409737  0.334  0.980  70.7
12403  18:04:45.95  -22:37:28.8  -1.358  0.022  14.753    70  0.613572  0.230  0.911  69.6
12404  18:04:47.85  -20:46:25.6  -1.372  0.043  14.949    57  0.451583  0.320  0.920  80.2
12410  18:04:48.93  -23:17:07.8  -1.441  0.053  14.923    64  0.480206  0.298  0.934  97.3
12412  18:04:49.89  -19:40:41.4  -2.069  0.067  14.544    67  0.791439  0.289  0.844  121.9
12415  18:04:51.07  -21:21:57.3  -0.751  0.065  12.970    69  0.526260  0.248  0.948  159.7
12417  18:04:53.37  -25:05:36.4  -0.250  0.063  15.242   201  0.449367  0.214  0.979  89.9
12418  18:04:54.08  -23:53:29.4  -1.269  0.047  15.088    47  0.628118  0.162  0.869  45.6
12425  18:04:56.71  -24:17:29.8  -1.067  0.116  15.041    65  0.551264  0.198  0.925  36.0
12426  18:04:57.05  -21:59:42.6  -1.258  0.047  15.796    64  0.486357  0.349  0.912  48.0
12427  18:04:57.41  -23:17:26.6  -1.404  0.029  15.193    71  0.490579  0.281  0.941  76.0
12428  18:04:57.69  -23:18:12.9  -1.172  0.061  15.314    71  0.435374  0.457  0.936  98.0
12432  18:04:58.34  -25:02:03.6  -1.263  0.033  14.810   251  0.590697  0.224  0.981  125.0
12434  18:04:58.84  -19:40:31.3  -0.823  0.074  14.806    67  0.497803  0.329  0.945  73.5
12438  18:05:00.70  -23:17:55.7  -1.348  0.075  15.301    65  0.503954  0.373  0.928  92.5
12441  18:05:02.15  -22:15:57.6  -1.861  0.115  13.516   135  0.752808  0.221  0.960  192.2
12442  18:05:03.09  -24:24:49.0  -1.216  0.044  14.766   245  0.573563  0.214  0.976  84.2
12445  18:05:04.54  -23:25:34.1  -1.418  0.059  14.392    71  0.492154  0.280  0.925  120.2
12447  18:05:05.28  -21:58:14.7  -1.479  0.023  15.810    63  0.536507  0.265  0.916  38.3
12448  18:05:05.31  -20:10:36.5  -1.964  0.236  14.678    52  0.847855  0.147  0.892  51.9
12452  18:05:06.28  -24:59:45.5  -1.491  0.026  15.016   250  0.619768  0.308  0.976  115.7
12460  18:05:10.65  -21:45:03.5  -1.311  0.014  15.565    66  0.474007  0.351  0.952  86.5
12461  18:05:11.05  -20:52:27.9  -1.949  0.108  12.760    61  0.978549  0.168  0.941  182.7
12465  18:05:12.09  -23:38:17.9  -1.257  0.020  14.859    71  0.561272  0.305  0.916  71.1
12466  18:05:12.45  -19:27:46.2  -0.240  0.034  15.579    66  0.353704  0.290  0.928  40.1
12467  18:05:12.66  -20:39:07.1  -1.396  0.046  14.869    61  0.633477  0.244  0.937  52.1
12469  18:05:13.16  -22:35:49.4  -1.354  0.067  15.925    69  0.439720  0.402  0.915  77.3
12472  18:05:14.74  -21:01:17.9  -1.278  0.048  14.805    55  0.636984  0.301  0.904  64.3
12473  18:05:14.85  -22:24:15.1  -1.631  0.098  14.438    70  0.577172  0.212  0.942  74.3
12474  18:05:15.26  -23:50:58.2  -1.276  0.039  14.844    71  0.588449  0.267  0.944  57.1
12475  18:05:15.57  -24:33:52.8  -1.863  0.052  14.625   249  0.614099  0.196  0.968  115.3
12476  18:05:15.91  -21:01:54.8  -1.641  0.090  14.925    55  0.602545  0.363  0.941  66.8
12477  18:05:15.91  -19:32:15.9  -0.618  0.101  14.552    67  0.477138  0.279  0.926  111.1
12479  18:05:16.44  -19:44:14.4  -1.470  0.042  15.098    65  0.543927  0.247  0.946  58.8
12482  18:05:19.26  -21:54:57.7  -1.267  0.078  15.936    66  0.539148  0.267  0.919  37.5
12483  18:05:20.21  -22:36:14.7  -1.643  0.075  14.094    60  0.598780  0.225  0.950  54.2
12484  18:05:20.35  -26:11:54.6  -1.723  0.113  14.839   223  0.821799  0.120  0.973  55.3
12485  18:05:20.51  -23:31:11.4  -1.425  0.066  15.013    67  0.586229  0.330  0.932  86.4
12486  18:05:20.71  -24:00:14.2  -0.842  0.261  15.168    66  0.429880  0.244  0.936  52.6
12487  18:05:21.36  -24:32:45.7  -1.411  0.027  14.987   251  0.583359  0.349  0.984  159.6
12490  18:05:23.44  -24:10:27.5  -1.373  0.033  15.032    64  0.464390  0.302  0.937  83.9
12491  18:05:24.00  -19:46:04.5  -0.903  0.102  15.533   122  0.440539  0.424  0.952  71.5
12493  18:05:24.19  -24:23:03.0  -1.238  0.014  15.035   241  0.604363  0.228  0.982  80.7
12495  18:05:26.15  -21:14:00.3  -0.883  0.085  14.781    57  0.519502  0.260  0.900  71.5
12499  18:05:30.99  -21:37:14.0  -2.179  0.082  15.726    67  0.768021  0.353  0.943  51.4
12503  18:05:34.29  -24:11:08.5  -1.645  0.051  15.143   173  0.756606  0.221  0.960  59.0
12505  18:05:36.07  -19:40:14.4  -1.489  0.124  14.879    67  0.599629  0.166  0.923  51.3
12510  18:05:38.69  -24:18:31.1  -1.732  0.061  15.440   303  0.614221  0.300  0.975  55.9
12511  18:05:39.01  -24:02:44.2  -1.923  0.115  14.517    71  0.666445  0.368  0.911  90.4
12517  18:05:40.96  -23:02:33.0  -0.790  0.062  14.328    70  0.470214  0.311  0.941  132.1
12520  18:05:41.28  -23:40:46.9  -1.542  0.034  15.051    66  0.678301  0.258  0.925  84.7
12521  18:05:45.15  -19:50:02.5  -0.452  0.042  14.470    69  0.443746  0.305  0.930  98.2
12526  18:05:48.18  -24:13:31.6  -1.328  0.179  13.815   302  0.568711  0.096  0.980  88.3
12527  18:05:48.46  -21:19:41.1  -1.698  0.052  15.255    55  0.628549  0.275  0.886  57.9
12529  18:05:48.68  -24:00:38.7  -1.255  0.089  15.383    70  0.452828  0.470  0.909  63.7
12531  18:05:51.80  -20:07:03.6  -0.967  0.154  14.949    53  0.581870  0.149  0.900  42.0
12534  18:05:53.72  -23:29:42.7  -2.127  0.042  14.193    71  0.823491  0.254  0.936  91.2
12538  18:05:56.26  -23:34:47.0  -1.164  0.091  15.385    57  0.491020  0.274  0.935  43.5
12541  18:05:58.04  -23:40:09.4  -2.056  0.022  14.830    68  0.669461  0.304  0.916  120.4
12542  18:06:00.68  -23:14:37.1  -1.521  0.144  14.218    71  0.501465  0.134  0.936  54.3
12547  18:06:02.19  -19:47:56.6  -0.237  0.050  14.352    61  0.399273  0.233  0.947  79.7
12549  18:06:02.73  -23:30:47.4  -2.093  0.059  14.859    68  0.657875  0.326  0.896  122.7
12553  18:06:04.14  -23:00:20.6  -1.099  0.128  15.093    71  0.461640  0.228  0.945  51.0
12557  18:06:05.22  -20:08:44.4  -1.349  0.020  14.926    59  0.538460  0.311  0.932  81.2
12560  18:06:07.13  -22:23:11.5  -1.101  0.077  15.099    60  0.577235  0.173  0.920  46.3
12561  18:06:08.75  -23:25:14.1  -1.359  0.026  14.504    71  0.566601  0.292  0.934  90.9
12562  18:06:09.11  -23:13:28.0  -1.492  0.020  14.432    69  0.531553  0.324  0.934  124.7
12569  18:06:13.43  -23:36:00.6  -0.738  0.035  14.989    66  0.520059  0.234  0.936  82.8
12571  18:06:15.27  -23:30:25.5  -1.209  0.029  14.870    67  0.607170  0.211  0.950  77.3
12574  18:06:17.23  -23:01:59.9  -1.395  0.029  14.715    69  0.612382  0.254  0.936  89.5
12576  18:06:17.96  -22:20:32.4  -1.264  0.031  15.615    69  0.546770  0.278  0.951  37.8
12583  18:06:22.37  -20:11:34.7  -1.903  0.046  14.621    59  0.643320  0.304  0.921  119.7
12586  18:06:26.37  -22:18:53.5  -1.234  0.031  14.544    70  0.630533  0.179  0.940  75.3
